fecha_descarga,periodo,socio_comercial,codigo_producto,valor_usd,peso_neto_kg
2026-08-31T22:21:15.102434,202603,Espana,0803,5107371.03,6713322.37
2026-08-31T22:21:15.102446,202603,PaisesBajos,0803,29751028.8,42691707.412
2026-08-31T22:21:15.102452,202603,Espana,0803,5107371.03,6713322.37
2026-08-31T22:21:15.102467,202603,PaisesBajos,0803,18289.74,10399.9
2026-08-31T22:21:15.102471,202603,Espana,0803,38053.8,13520.0
2026-08-31T22:21:15.102476,202603,PaisesBajos,0803,18289.74,10399.9
2026-08-31T22:21:15.102480,202603,Espana,0803,38053.8,13520.0
2026-08-31T22:21:15.102485,202603,PaisesBajos,0803,29732739.06,42681307.512
2026-08-31T22:21:15.102490,202603,Espana,0803,5069317.23,6699802.37
2026-08-31T22:21:15.102503,202603,PaisesBajos,0803,29732739.06,42681307.512
2026-08-31T22:21:15.102509,202603,Espana,0803,5069317.23,6699802.37
2026-08-31T22:21:15.102522,202603,PaisesBajos,0803,29751028.8,42691707.412
2026-08-31T22:21:15.102530,202603,Espana,0803,5107371.03,6713322.37
2026-08-31T22:21:15.102541,202603,PaisesBajos,0803,29751028.8,42691707.412
2026-08-31T22:21:15.102547,202603,Espana,0803,5107371.03,6713322.37
